Alloc. source dept. CD,Alloc. source dept. name,Alloc. A/C CD,Alloc. A/C name,Alloc. rate CD,Alloc. rate name,Transfer alloc. A/C CD,Transfer alloc. A/C name
CPTOWS,Tooling WS,8711001,[M]Freight - advance,FC003,Production ratio(PR),8711001TE,[M]Freight - advance
CPWPWS,WP WS,8711001,[M]Freight - advance,FC010,Prodution r(WP),8711001WS,[M]Freight - advance
CPABWS,Auto WS,8720001,[M]Storage charge,FC009,"Prodution r(RA,RE)",8720001WS,[M]Storage charge
CPATWS,AT WS,8720001,[M]Storage charge,FC007,Prodution ratio(AT),8720001WS,[M]Storage charge
CPBMGA,General affair,8720001,[M]Storage charge,FC001,Personnel ratio,8720001OT,[M]Storage charge
CPBR07,Wiper laboratory,8720001,[M]Storage charge,FC008,Prodution r(WIPER),8720001WS,[M]Storage charge
CPBRPK,Wiper Packing,8720001,[M]Storage charge,FC008,Prodution r(WIPER),8720001WS,[M]Storage charge
CPBRWS,Wiper WS,8720001,[M]Storage charge,FC008,Prodution r(WIPER),8720001WS,[M]Storage charge
CPFC00,Factory Common,8720001,[M]Storage charge,FC001,Personnel ratio,8720001OT,[M]Storage charge
CPFC01,Factory1,8720001,[M]Storage charge,FC013,Personnel r(WP),8720001OT,[M]Storage charge
CPFC02,Factory2,8720001,[M]Storage charge,FC014,"Personnel r(RA,RE)",8720001OT,[M]Storage charge
CPFC03,Factory3,8720001,[M]Storage charge,FC015,Personnel r(MAT),8720001OT,[M]Storage charge
CPFC04,Factory4,8720001,[M]Storage charge,FC016,"Personnel r(SL,GD)",8720001OT,[M]Storage charge
CPFC05,Factory5,8720001,[M]Storage charge,FC008,Prodution r(WIPER),8720001OT,[M]Storage charge
CPFC06,Factory6,8720001,[M]Storage charge,FC017,Prodution r(RAREWP),8720001OT,[M]Storage charge
CPFC07,Factory7,8720001,[M]Storage charge,FC018,"Personnel r(AT,SYN)",8720001OT,[M]Storage charge
CPFCTH,Tent House,8720001,[M]Storage charge,FC015,Personnel r(MAT),8720001OT,[M]Storage charge
CPKZ00,KAIZEN,8720001,[M]Storage charge,FC002,Production ratio,8720001OT,[M]Storage charge
CPMG00,Management Cost,8720001,[M]Storage charge,FC001,Personnel ratio,8720001OT,[M]Storage charge
CPMTBB,BANBURY,8720001,[M]Storage charge,FC005,Personnel r(BANBURY),8720001WS,[M]Storage charge
CPMTGD,GD Common,8720001,[M]Storage charge,FC006,Personnel ratio(GD),8720001WS,[M]Storage charge
CPMTWS,Material WS,8720001,[M]Storage charge,FC004,Personnel ratio(MAT),8720001WS,[M]Storage charge
CPPEMN,Maintenance,8720001,[M]Storage charge,FC002,Production ratio,8720001TE,[M]Storage charge
CPPEPE,PE,8720001,[M]Storage charge,FC002,Production ratio,8720001TE,[M]Storage charge
CPPM00,Pro. Management,8720001,[M]Storage charge,FC002,Production ratio,8720001OT,[M]Storage charge
CPPMAB,Auto Belt Common,8720001,[M]Storage charge,FC009,"Prodution r(RA,RE)",8720001WS,[M]Storage charge
CPPMLG,Logistics,8720001,[M]Storage charge,FC017,Prodution r(RAREWP),8720001OT,[M]Storage charge
CPPMMT,Material Common,8720001,[M]Storage charge,FC004,Personnel ratio(MAT),8720001WS,[M]Storage charge
CPPMPE,PE Common,8720001,[M]Storage charge,FC002,Production ratio,8720001TE,[M]Storage charge
CPPMPL,Planning,8720001,[M]Storage charge,FC002,Production ratio,8720001PL,[M]Storage charge
CPQA00,Quality assurance,8720001,[M]Storage charge,FC002,Production ratio,8720001OT,[M]Storage charge
CPSE00,Safety & Environment,8720001,[M]Storage charge,FC001,Personnel ratio,8720001OT,[M]Storage charge
CPSLWS,Sunline WS,8720001,[M]Storage charge,FC011,Prodution r(SL),8720001WS,[M]Storage charge
CPSYWS,Synchro WS,8720001,[M]Storage charge,FC012,Prodution r(SYN),8720001WS,[M]Storage charge
CPTOLB,Tooling label,8720001,[M]Storage charge,FC003,Production ratio(PR),8720001TE,[M]Storage charge
CPTOMD,Tooling mold,8720001,[M]Storage charge,FC003,Production ratio(PR),8720001TE,[M]Storage charge
CPTOWS,Tooling WS,8720001,[M]Storage charge,FC003,Production ratio(PR),8720001TE,[M]Storage charge
CPWPWS,WP WS,8720001,[M]Storage charge,FC010,Prodution r(WP),8720001WS,[M]Storage charge
CPABWS,Auto WS,8750001,[M]Commission paid,FC009,"Prodution r(RA,RE)",8750001WS,[M]Commission paid
CPATWS,AT WS,8750001,[M]Commission paid,FC007,Prodution ratio(AT),8750001WS,[M]Commission paid
CPBMGA,General affair,8750001,[M]Commission paid,FC001,Personnel ratio,8750001OT,[M]Commission paid
CPBR07,Wiper laboratory,8750001,[M]Commission paid,FC008,Prodution r(WIPER),8750001WS,[M]Commission paid
CPBRPK,Wiper Packing,8750001,[M]Commission paid,FC008,Prodution r(WIPER),8750001WS,[M]Commission paid
CPBRWS,Wiper WS,8750001,[M]Commission paid,FC008,Prodution r(WIPER),8750001WS,[M]Commission paid
CPFC00,Factory Common,8750001,[M]Commission paid,FC001,Personnel ratio,8750001OT,[M]Commission paid
CPFC01,Factory1,8750001,[M]Commission paid,FC013,Personnel r(WP),8750001OT,[M]Commission paid
CPFC02,Factory2,8750001,[M]Commission paid,FC014,"Personnel r(RA,RE)",8750001OT,[M]Commission paid
CPFC03,Factory3,8750001,[M]Commission paid,FC015,Personnel r(MAT),8750001OT,[M]Commission paid
CPFC04,Factory4,8750001,[M]Commission paid,FC016,"Personnel r(SL,GD)",8750001OT,[M]Commission paid
CPFC05,Factory5,8750001,[M]Commission paid,FC008,Prodution r(WIPER),8750001OT,[M]Commission paid
CPFC06,Factory6,8750001,[M]Commission paid,FC017,Prodution r(RAREWP),8750001OT,[M]Commission paid
CPFC07,Factory7,8750001,[M]Commission paid,FC018,"Personnel r(AT,SYN)",8750001OT,[M]Commission paid
CPFCTH,Tent House,8750001,[M]Commission paid,FC015,Personnel r(MAT),8750001OT,[M]Commission paid
CPKZ00,KAIZEN,8750001,[M]Commission paid,FC002,Production ratio,8750001OT,[M]Commission paid
CPMG00,Management Cost,8750001,[M]Commission paid,FC001,Personnel ratio,8750001OT,[M]Commission paid
CPMTBB,BANBURY,8750001,[M]Commission paid,FC005,Personnel r(BANBURY),8750001WS,[M]Commission paid
CPMTGD,GD Common,8750001,[M]Commission paid,FC006,Personnel ratio(GD),8750001WS,[M]Commission paid
CPMTWS,Material WS,8750001,[M]Commission paid,FC004,Personnel ratio(MAT),8750001WS,[M]Commission paid
CPPEMN,Maintenance,8750001,[M]Commission paid,FC002,Production ratio,8750001TE,[M]Commission paid
CPPEPE,PE,8750001,[M]Commission paid,FC002,Production ratio,8750001TE,[M]Commission paid
CPPM00,Pro. Management,8750001,[M]Commission paid,FC002,Production ratio,8750001OT,[M]Commission paid
CPPMAB,Auto Belt Common,8750001,[M]Commission paid,FC009,"Prodution r(RA,RE)",8750001WS,[M]Commission paid
CPPMLG,Logistics,8750001,[M]Commission paid,FC017,Prodution r(RAREWP),8750001OT,[M]Commission paid
CPPMMT,Material Common,8750001,[M]Commission paid,FC004,Personnel ratio(MAT),8750001WS,[M]Commission paid
CPPMPE,PE Common,8750001,[M]Commission paid,FC002,Production ratio,8750001TE,[M]Commission paid
CPPMPL,Planning,8750001,[M]Commission paid,FC002,Production ratio,8750001PL,[M]Commission paid
CPQA00,Quality assurance,8750001,[M]Commission paid,FC002,Production ratio,8750001OT,[M]Commission paid
CPSE00,Safety & Environment,8750001,[M]Commission paid,FC001,Personnel ratio,8750001OT,[M]Commission paid
CPSLWS,Sunline WS,8750001,[M]Commission paid,FC011,Prodution r(SL),8750001WS,[M]Commission paid
CPSYWS,Synchro WS,8750001,[M]Commission paid,FC012,Prodution r(SYN),8750001WS,[M]Commission paid
CPTOLB,Tooling label,8750001,[M]Commission paid,FC003,Production ratio(PR),8750001TE,[M]Commission paid
CPTOMD,Tooling mold,8750001,[M]Commission paid,FC003,Production ratio(PR),8750001TE,[M]Commission paid
CPTOWS,Tooling WS,8750001,[M]Commission paid,FC003,Production ratio(PR),8750001TE,[M]Commission paid
CPWPWS,WP WS,8750001,[M]Commission paid,FC010,Prodution r(WP),8750001WS,[M]Commission paid
CPABWS,Auto WS,8750101,[M]Temporary staffing expense,FC009,"Prodution r(RA,RE)",8750101WS,[M]Temporary staffing expense
CPATWS,AT WS,8750101,[M]Temporary staffing expense,FC007,Prodution ratio(AT),8750101WS,[M]Temporary staffing expense
CPBMGA,General affair,8750101,[M]Temporary staffing expense,FC001,Personnel ratio,8750101OT,[M]Temporary staffing expense
CPBR07,Wiper laboratory,8750101,[M]Temporary staffing expense,FC008,Prodution r(WIPER),8750101WS,[M]Temporary staffing expense
CPBRPK,Wiper Packing,8750101,[M]Temporary staffing expense,FC008,Prodution r(WIPER),8750101WS,[M]Temporary staffing expense
CPBRWS,Wiper WS,8750101,[M]Temporary staffing expense,FC008,Prodution r(WIPER),8750101WS,[M]Temporary staffing expense
CPFC00,Factory Common,8750101,[M]Temporary staffing expense,FC001,Personnel ratio,8750101OT,[M]Temporary staffing expense
CPFC01,Factory1,8750101,[M]Temporary staffing expense,FC013,Personnel r(WP),8750101OT,[M]Temporary staffing expense
CPFC02,Factory2,8750101,[M]Temporary staffing expense,FC014,"Personnel r(RA,RE)",8750101OT,[M]Temporary staffing expense
CPFC03,Factory3,8750101,[M]Temporary staffing expense,FC015,Personnel r(MAT),8750101OT,[M]Temporary staffing expense
CPFC04,Factory4,8750101,[M]Temporary staffing expense,FC016,"Personnel r(SL,GD)",8750101OT,[M]Temporary staffing expense
CPFC05,Factory5,8750101,[M]Temporary staffing expense,FC008,Prodution r(WIPER),8750101OT,[M]Temporary staffing expense
CPFC06,Factory6,8750101,[M]Temporary staffing expense,FC017,Prodution r(RAREWP),8750101OT,[M]Temporary staffing expense
CPFC07,Factory7,8750101,[M]Temporary staffing expense,FC018,"Personnel r(AT,SYN)",8750101OT,[M]Temporary staffing expense
CPFCTH,Tent House,8750101,[M]Temporary staffing expense,FC015,Personnel r(MAT),8750101OT,[M]Temporary staffing expense
CPKZ00,KAIZEN,8750101,[M]Temporary staffing expense,FC002,Production ratio,8750101OT,[M]Temporary staffing expense
CPMG00,Management Cost,8750101,[M]Temporary staffing expense,FC001,Personnel ratio,8750101OT,[M]Temporary staffing expense
CPMTBB,BANBURY,8750101,[M]Temporary staffing expense,FC005,Personnel r(BANBURY),8750101WS,[M]Temporary staffing expense
CPMTGD,GD Common,8750101,[M]Temporary staffing expense,FC006,Personnel ratio(GD),8750101WS,[M]Temporary staffing expense
CPMTWS,Material WS,8750101,[M]Temporary staffing expense,FC004,Personnel ratio(MAT),8750101WS,[M]Temporary staffing expense
CPPEMN,Maintenance,8750101,[M]Temporary staffing expense,FC002,Production ratio,8750101TE,[M]Temporary staffing expense
CPPEPE,PE,8750101,[M]Temporary staffing expense,FC002,Production ratio,8750101TE,[M]Temporary staffing expense
CPPM00,Pro. Management,8750101,[M]Temporary staffing expense,FC002,Production ratio,8750101OT,[M]Temporary staffing expense
CPPMAB,Auto Belt Common,8750101,[M]Temporary staffing expense,FC009,"Prodution r(RA,RE)",8750101WS,[M]Temporary staffing expense
CPPMLG,Logistics,8750101,[M]Temporary staffing expense,FC017,Prodution r(RAREWP),8750101OT,[M]Temporary staffing expense
CPPMMT,Material Common,8750101,[M]Temporary staffing expense,FC004,Personnel ratio(MAT),8750101WS,[M]Temporary staffing expense
CPPMPE,PE Common,8750101,[M]Temporary staffing expense,FC002,Production ratio,8750101TE,[M]Temporary staffing expense
CPPMPL,Planning,8750101,[M]Temporary staffing expense,FC002,Production ratio,8750101PL,[M]Temporary staffing expense
CPQA00,Quality assurance,8750101,[M]Temporary staffing expense,FC002,Production ratio,8750101OT,[M]Temporary staffing expense
CPSE00,Safety & Environment,8750101,[M]Temporary staffing expense,FC001,Personnel ratio,8750101OT,[M]Temporary staffing expense
CPSLWS,Sunline WS,8750101,[M]Temporary staffing expense,FC011,Prodution r(SL),8750101WS,[M]Temporary staffing expense
CPSYWS,Synchro WS,8750101,[M]Temporary staffing expense,FC012,Prodution r(SYN),8750101WS,[M]Temporary staffing expense
CPTOLB,Tooling label,8750101,[M]Temporary staffing expense,FC003,Production ratio(PR),8750101TE,[M]Temporary staffing expense
CPTOMD,Tooling mold,8750101,[M]Temporary staffing expense,FC003,Production ratio(PR),8750101TE,[M]Temporary staffing expense
CPTOWS,Tooling WS,8750101,[M]Temporary staffing expense,FC003,Production ratio(PR),8750101TE,[M]Temporary staffing expense
CPWPWS,WP WS,8750101,[M]Temporary staffing expense,FC010,Prodution r(WP),8750101WS,[M]Temporary staffing expense
CPABWS,Auto WS,8750201,[M]Technical support fee,FC009,"Prodution r(RA,RE)",8750201WS,[M]Technical support fee
CPATWS,AT WS,8750201,[M]Technical support fee,FC007,Prodution ratio(AT),8750201WS,[M]Technical support fee
CPBMGA,General affair,8750201,[M]Technical support fee,FC001,Personnel ratio,8750201OT,[M]Technical support fee
CPBR03,Wiper Mold,8750201,[M]Technical support fee,FC008,Prodution r(WIPER),8750201WS,[M]Technical support fee
CPBR07,Wiper laboratory,8750201,[M]Technical support fee,FC008,Prodution r(WIPER),8750201WS,[M]Technical support fee
CPBRPK,Wiper Packing,8750201,[M]Technical support fee,FC008,Prodution r(WIPER),8750201WS,[M]Technical support fee
CPBRWS,Wiper WS,8750201,[M]Technical support fee,FC008,Prodution r(WIPER),8750201WS,[M]Technical support fee
CPFC00,Factory Common,8750201,[M]Technical support fee,FC001,Personnel ratio,8750201OT,[M]Technical support fee
CPFC01,Factory1,8750201,[M]Technical support fee,FC013,Personnel r(WP),8750201OT,[M]Technical support fee
CPFC02,Factory2,8750201,[M]Technical support fee,FC014,"Personnel r(RA,RE)",8750201OT,[M]Technical support fee
CPFC03,Factory3,8750201,[M]Technical support fee,FC015,Personnel r(MAT),8750201OT,[M]Technical support fee
CPFC04,Factory4,8750201,[M]Technical support fee,FC016,"Personnel r(SL,GD)",8750201OT,[M]Technical support fee
CPFC05,Factory5,8750201,[M]Technical support fee,FC008,Prodution r(WIPER),8750201OT,[M]Technical support fee
CPFC06,Factory6,8750201,[M]Technical support fee,FC017,Prodution r(RAREWP),8750201OT,[M]Technical support fee
CPFC07,Factory7,8750201,[M]Technical support fee,FC018,"Personnel r(AT,SYN)",8750201OT,[M]Technical support fee
CPFCTH,Tent House,8750201,[M]Technical support fee,FC015,Personnel r(MAT),8750201OT,[M]Technical support fee
CPKZ00,KAIZEN,8750201,[M]Technical support fee,FC002,Production ratio,8750201OT,[M]Technical support fee
CPMG00,Management Cost,8750201,[M]Technical support fee,FC001,Personnel ratio,8750201OT,[M]Technical support fee
CPMTBB,BANBURY,8750201,[M]Technical support fee,FC005,Personnel r(BANBURY),8750201WS,[M]Technical support fee
CPMTGD,GD Common,8750201,[M]Technical support fee,FC006,Personnel ratio(GD),8750201WS,[M]Technical support fee
CPMTWS,Material WS,8750201,[M]Technical support fee,FC004,Personnel ratio(MAT),8750201WS,[M]Technical support fee
CPPEMN,Maintenance,8750201,[M]Technical support fee,FC002,Production ratio,8750201TE,[M]Technical support fee
CPPEPE,PE,8750201,[M]Technical support fee,FC002,Production ratio,8750201TE,[M]Technical support fee
CPPM00,Pro. Management,8750201,[M]Technical support fee,FC002,Production ratio,8750201OT,[M]Technical support fee
CPPMAB,Auto Belt Common,8750201,[M]Technical support fee,FC009,"Prodution r(RA,RE)",8750201WS,[M]Technical support fee
CPPMLG,Logistics,8750201,[M]Technical support fee,FC017,Prodution r(RAREWP),8750201OT,[M]Technical support fee
CPPMMT,Material Common,8750201,[M]Technical support fee,FC004,Personnel ratio(MAT),8750201WS,[M]Technical support fee
CPPMPE,PE Common,8750201,[M]Technical support fee,FC002,Production ratio,8750201TE,[M]Technical support fee
CPPMPL,Planning,8750201,[M]Technical support fee,FC002,Production ratio,8750201PL,[M]Technical support fee
CPQA00,Quality assurance,8750201,[M]Technical support fee,FC002,Production ratio,8750201OT,[M]Technical support fee
CPSE00,Safety & Environment,8750201,[M]Technical support fee,FC001,Personnel ratio,8750201OT,[M]Technical support fee
CPSLWS,Sunline WS,8750201,[M]Technical support fee,FC011,Prodution r(SL),8750201WS,[M]Technical support fee
CPSYWS,Synchro WS,8750201,[M]Technical support fee,FC012,Prodution r(SYN),8750201WS,[M]Technical support fee
CPTOLB,Tooling label,8750201,[M]Technical support fee,FC003,Production ratio(PR),8750201TE,[M]Technical support fee
CPTOMD,Tooling mold,8750201,[M]Technical support fee,FC003,Production ratio(PR),8750201TE,[M]Technical support fee
CPTOWS,Tooling WS,8750201,[M]Technical support fee,FC003,Production ratio(PR),8750201TE,[M]Technical support fee
CPWPWS,WP WS,8750201,[M]Technical support fee,FC010,Prodution r(WP),8750201WS,[M]Technical support fee
CPABWS,Auto WS,8750301,[M]Professional fee,FC009,"Prodution r(RA,RE)",8750301WS,[M]Professional fee
CPATWS,AT WS,8750301,[M]Professional fee,FC007,Prodution ratio(AT),8750301WS,[M]Professional fee
CPBMGA,General affair,8750301,[M]Professional fee,FC001,Personnel ratio,8750301OT,[M]Professional fee
CPBR07,Wiper laboratory,8750301,[M]Professional fee,FC008,Prodution r(WIPER),8750301WS,[M]Professional fee
CPBRPK,Wiper Packing,8750301,[M]Professional fee,FC008,Prodution r(WIPER),8750301WS,[M]Professional fee
CPBRWS,Wiper WS,8750301,[M]Professional fee,FC008,Prodution r(WIPER),8750301WS,[M]Professional fee
CPFC00,Factory Common,8750301,[M]Professional fee,FC001,Personnel ratio,8750301OT,[M]Professional fee
CPFC01,Factory1,8750301,[M]Professional fee,FC013,Personnel r(WP),8750301OT,[M]Professional fee
CPFC02,Factory2,8750301,[M]Professional fee,FC014,"Personnel r(RA,RE)",8750301OT,[M]Professional fee
CPFC03,Factory3,8750301,[M]Professional fee,FC015,Personnel r(MAT),8750301OT,[M]Professional fee
CPFC04,Factory4,8750301,[M]Professional fee,FC016,"Personnel r(SL,GD)",8750301OT,[M]Professional fee
CPFC05,Factory5,8750301,[M]Professional fee,FC008,Prodution r(WIPER),8750301OT,[M]Professional fee
CPFC06,Factory6,8750301,[M]Professional fee,FC017,Prodution r(RAREWP),8750301OT,[M]Professional fee
CPFC07,Factory7,8750301,[M]Professional fee,FC018,"Personnel r(AT,SYN)",8750301OT,[M]Professional fee
CPFCTH,Tent House,8750301,[M]Professional fee,FC015,Personnel r(MAT),8750301OT,[M]Professional fee
CPKZ00,KAIZEN,8750301,[M]Professional fee,FC002,Production ratio,8750301OT,[M]Professional fee
CPMG00,Management Cost,8750301,[M]Professional fee,FC001,Personnel ratio,8750301OT,[M]Professional fee
CPMTBB,BANBURY,8750301,[M]Professional fee,FC005,Personnel r(BANBURY),8750301WS,[M]Professional fee
CPMTGD,GD Common,8750301,[M]Professional fee,FC006,Personnel ratio(GD),8750301WS,[M]Professional fee
CPMTWS,Material WS,8750301,[M]Professional fee,FC004,Personnel ratio(MAT),8750301WS,[M]Professional fee
CPPEMN,Maintenance,8750301,[M]Professional fee,FC002,Production ratio,8750301TE,[M]Professional fee
CPPEPE,PE,8750301,[M]Professional fee,FC002,Production ratio,8750301TE,[M]Professional fee
CPPM00,Pro. Management,8750301,[M]Professional fee,FC002,Production ratio,8750301OT,[M]Professional fee
CPPMAB,Auto Belt Common,8750301,[M]Professional fee,FC009,"Prodution r(RA,RE)",8750301WS,[M]Professional fee
CPPMLG,Logistics,8750301,[M]Professional fee,FC017,Prodution r(RAREWP),8750301OT,[M]Professional fee
CPPMMT,Material Common,8750301,[M]Professional fee,FC004,Personnel ratio(MAT),8750301WS,[M]Professional fee
CPPMPE,PE Common,8750301,[M]Professional fee,FC002,Production ratio,8750301TE,[M]Professional fee
CPPMPL,Planning,8750301,[M]Professional fee,FC002,Production ratio,8750301PL,[M]Professional fee
CPQA00,Quality assurance,8750301,[M]Professional fee,FC002,Production ratio,8750301OT,[M]Professional fee
CPSE00,Safety & Environment,8750301,[M]Professional fee,FC001,Personnel ratio,8750301OT,[M]Professional fee
CPSLWS,Sunline WS,8750301,[M]Professional fee,FC011,Prodution r(SL),8750301WS,[M]Professional fee
CPSYWS,Synchro WS,8750301,[M]Professional fee,FC012,Prodution r(SYN),8750301WS,[M]Professional fee
CPTOLB,Tooling label,8750301,[M]Professional fee,FC003,Production ratio(PR),8750301TE,[M]Professional fee
CPTOMD,Tooling mold,8750301,[M]Professional fee,FC003,Production ratio(PR),8750301TE,[M]Professional fee
CPTOWS,Tooling WS,8750301,[M]Professional fee,FC003,Production ratio(PR),8750301TE,[M]Professional fee
CPWPWS,WP WS,8750301,[M]Professional fee,FC010,Prodution r(WP),8750301WS,[M]Professional fee
CPABWS,Auto WS,8760001,[M]Overseas travel expense,FC009,"Prodution r(RA,RE)",8760001WS,[M]Overseas travel expense
CPATWS,AT WS,8760001,[M]Overseas travel expense,FC007,Prodution ratio(AT),8760001WS,[M]Overseas travel expense
CPBMGA,General affair,8760001,[M]Overseas travel expense,FC001,Personnel ratio,8760001OT,[M]Overseas travel expense
CPBR07,Wiper laboratory,8760001,[M]Overseas travel expense,FC008,Prodution r(WIPER),8760001WS,[M]Overseas travel expense
CPBRPK,Wiper Packing,8760001,[M]Overseas travel expense,FC008,Prodution r(WIPER),8760001WS,[M]Overseas travel expense
CPBRWS,Wiper WS,8760001,[M]Overseas travel expense,FC008,Prodution r(WIPER),8760001WS,[M]Overseas travel expense
CPFC00,Factory Common,8760001,[M]Overseas travel expense,FC001,Personnel ratio,8760001OT,[M]Overseas travel expense
CPFC01,Factory1,8760001,[M]Overseas travel expense,FC013,Personnel r(WP),8760001OT,[M]Overseas travel expense
CPFC02,Factory2,8760001,[M]Overseas travel expense,FC014,"Personnel r(RA,RE)",8760001OT,[M]Overseas travel expense
CPFC03,Factory3,8760001,[M]Overseas travel expense,FC015,Personnel r(MAT),8760001OT,[M]Overseas travel expense
CPFC04,Factory4,8760001,[M]Overseas travel expense,FC016,"Personnel r(SL,GD)",8760001OT,[M]Overseas travel expense
CPFC05,Factory5,8760001,[M]Overseas travel expense,FC008,Prodution r(WIPER),8760001OT,[M]Overseas travel expense
CPFC06,Factory6,8760001,[M]Overseas travel expense,FC017,Prodution r(RAREWP),8760001OT,[M]Overseas travel expense
CPFC07,Factory7,8760001,[M]Overseas travel expense,FC018,"Personnel r(AT,SYN)",8760001OT,[M]Overseas travel expense
CPFCTH,Tent House,8760001,[M]Overseas travel expense,FC015,Personnel r(MAT),8760001OT,[M]Overseas travel expense
CPKZ00,KAIZEN,8760001,[M]Overseas travel expense,FC002,Production ratio,8760001OT,[M]Overseas travel expense
CPMG00,Management Cost,8760001,[M]Overseas travel expense,FC001,Personnel ratio,8760001OT,[M]Overseas travel expense
CPMTBB,BANBURY,8760001,[M]Overseas travel expense,FC005,Personnel r(BANBURY),8760001WS,[M]Overseas travel expense
CPMTGD,GD Common,8760001,[M]Overseas travel expense,FC006,Personnel ratio(GD),8760001WS,[M]Overseas travel expense
CPMTWS,Material WS,8760001,[M]Overseas travel expense,FC004,Personnel ratio(MAT),8760001WS,[M]Overseas travel expense
CPPEMN,Maintenance,8760001,[M]Overseas travel expense,FC002,Production ratio,8760001TE,[M]Overseas travel expense
CPPEPE,PE,8760001,[M]Overseas travel expense,FC002,Production ratio,8760001TE,[M]Overseas travel expense
CPPM00,Pro. Management,8760001,[M]Overseas travel expense,FC002,Production ratio,8760001OT,[M]Overseas travel expense
CPPMAB,Auto Belt Common,8760001,[M]Overseas travel expense,FC009,"Prodution r(RA,RE)",8760001WS,[M]Overseas travel expense
CPPMLG,Logistics,8760001,[M]Overseas travel expense,FC017,Prodution r(RAREWP),8760001OT,[M]Overseas travel expense
CPPMMT,Material Common,8760001,[M]Overseas travel expense,FC004,Personnel ratio(MAT),8760001WS,[M]Overseas travel expense
CPPMPE,PE Common,8760001,[M]Overseas travel expense,FC002,Production ratio,8760001TE,[M]Overseas travel expense
CPPMPL,Planning,8760001,[M]Overseas travel expense,FC002,Production ratio,8760001PL,[M]Overseas travel expense
CPQA00,Quality assurance,8760001,[M]Overseas travel expense,FC002,Production ratio,8760001OT,[M]Overseas travel expense
CPSE00,Safety & Environment,8760001,[M]Overseas travel expense,FC001,Personnel ratio,8760001OT,[M]Overseas travel expense
CPSLWS,Sunline WS,8760001,[M]Overseas travel expense,FC011,Prodution r(SL),8760001WS,[M]Overseas travel expense
CPSYWS,Synchro WS,8760001,[M]Overseas travel expense,FC012,Prodution r(SYN),8760001WS,[M]Overseas travel expense
CPTOLB,Tooling label,8760001,[M]Overseas travel expense,FC003,Production ratio(PR),8760001TE,[M]Overseas travel expense
CPTOMD,Tooling mold,8760001,[M]Overseas travel expense,FC003,Production ratio(PR),8760001TE,[M]Overseas travel expense
CPTOWS,Tooling WS,8760001,[M]Overseas travel expense,FC003,Production ratio(PR),8760001TE,[M]Overseas travel expense
CPWPWS,WP WS,8760001,[M]Overseas travel expense,FC010,Prodution r(WP),8760001WS,[M]Overseas travel expense
CPABWS,Auto WS,8780001,[M]Vehicles maintenance expense,FC009,"Prodution r(RA,RE)",8780001WS,[M]Vehicles maintenance expense
CPATWS,AT WS,8780001,[M]Vehicles maintenance expense,FC007,Prodution ratio(AT),8780001WS,[M]Vehicles maintenance expense
CPBMGA,General affair,8780001,[M]Vehicles maintenance expense,FC001,Personnel ratio,8780001OT,[M]Vehicles maintenance expense
CPBR07,Wiper laboratory,8780001,[M]Vehicles maintenance expense,FC008,Prodution r(WIPER),8780001WS,[M]Vehicles maintenance expense
CPBRPK,Wiper Packing,8780001,[M]Vehicles maintenance expense,FC008,Prodution r(WIPER),8780001WS,[M]Vehicles maintenance expense
CPBRWS,Wiper WS,8780001,[M]Vehicles maintenance expense,FC008,Prodution r(WIPER),8780001WS,[M]Vehicles maintenance expense
CPFC00,Factory Common,8780001,[M]Vehicles maintenance expense,FC001,Personnel ratio,8780001OT,[M]Vehicles maintenance expense
CPFC01,Factory1,8780001,[M]Vehicles maintenance expense,FC013,Personnel r(WP),8780001OT,[M]Vehicles maintenance expense
CPFC02,Factory2,8780001,[M]Vehicles maintenance expense,FC014,"Personnel r(RA,RE)",8780001OT,[M]Vehicles maintenance expense
CPFC03,Factory3,8780001,[M]Vehicles maintenance expense,FC015,Personnel r(MAT),8780001OT,[M]Vehicles maintenance expense
CPFC04,Factory4,8780001,[M]Vehicles maintenance expense,FC016,"Personnel r(SL,GD)",8780001OT,[M]Vehicles maintenance expense
CPFC05,Factory5,8780001,[M]Vehicles maintenance expense,FC008,Prodution r(WIPER),8780001OT,[M]Vehicles maintenance expense
CPFC06,Factory6,8780001,[M]Vehicles maintenance expense,FC017,Prodution r(RAREWP),8780001OT,[M]Vehicles maintenance expense
CPFC07,Factory7,8780001,[M]Vehicles maintenance expense,FC018,"Personnel r(AT,SYN)",8780001OT,[M]Vehicles maintenance expense
CPFCTH,Tent House,8780001,[M]Vehicles maintenance expense,FC015,Personnel r(MAT),8780001OT,[M]Vehicles maintenance expense
CPKZ00,KAIZEN,8780001,[M]Vehicles maintenance expense,FC002,Production ratio,8780001OT,[M]Vehicles maintenance expense
CPMG00,Management Cost,8780001,[M]Vehicles maintenance expense,FC001,Personnel ratio,8780001OT,[M]Vehicles maintenance expense
CPMTBB,BANBURY,8780001,[M]Vehicles maintenance expense,FC005,Personnel r(BANBURY),8780001WS,[M]Vehicles maintenance expense
CPMTGD,GD Common,8780001,[M]Vehicles maintenance expense,FC006,Personnel ratio(GD),8780001WS,[M]Vehicles maintenance expense
CPMTWS,Material WS,8780001,[M]Vehicles maintenance expense,FC004,Personnel ratio(MAT),8780001WS,[M]Vehicles maintenance expense
CPPEMN,Maintenance,8780001,[M]Vehicles maintenance expense,FC002,Production ratio,8780001TE,[M]Vehicles maintenance expense
